datetime,tempmax,tempmin,temp,humidity,precipcover,preciptype,cloudcover,solarradiation,solarenergy,uvindex,sunrise,sunset,County
2021-01-04,55.5,27.6,40.0,36.5,0.0,,28.6,116.9,8.8,5.0,07:19:09,16:46:06,Adams
2021-01-04,38.2,4.4,18.1,69.1,0.0,,1.3,280.3,10.9,5.0,07:18:28,16:58:25,Alamosa
2021-01-04,55.2,28.2,40.0,35.9,0.0,,27.4,149.6,6.5,4.0,07:18:29,16:46:46,Arapahoe
2021-01-04,40.6,9.6,24.2,62.3,0.0,,18.0,78.4,5.0,5.0,07:22:32,17:04:28,Archuleta
2021-01-04,53.1,27.1,39.3,42.1,0.0,,0.0,248.7,10.7,6.0,07:04:44,16:46:07,Baca
2021-01-04,53.2,24.7,37.0,48.7,0.0,,0.0,137.8,9.9,5.0,07:08:37,16:46:34,Bent
2021-01-04,48.8,30.4,36.9,40.1,4.17,"['rain', 'snow']",0.5,111.3,9.2,5.0,07:24:04,16:49:43,Boulder
2021-01-04,56.2,30.9,42.3,33.1,0.0,,0.7,86.9,7.1,5.0,07:22:16,16:48:45,Broomfield
2021-01-04,34.9,22.7,29.8,38.9,0.0,,22.3,149.0,12.8,6.0,07:23:50,16:57:18,Chaffee
2021-01-04,52.1,26.1,36.8,52.1,0.0,,5.8,126.3,11.0,5.0,07:09:15,16:42:10,Cheyenne
2021-01-04,23.2,7.3,16.1,43.1,4.17,['snow'],26.3,234.5,20.7,5.0,07:23:58,16:51:59,Clear Creek
2021-01-04,35.1,8.4,18.7,62.1,0.0,,1.3,288.6,11.5,5.0,07:19:04,17:00:56,Conejos
2021-01-04,35.9,8.7,19.8,63.8,0.0,,0.0,141.1,6.1,4.0,07:16:15,16:57:46,Costilla
2021-01-04,54.6,25.7,38.0,46.7,0.0,,0.0,220.8,9.4,5.0,07:12:32,16:48:20,Crowley
2021-01-04,41.1,17.8,29.1,53.9,0.0,,10.5,223.8,9.7,5.0,07:18:16,16:55:18,Custer
2021-01-04,43.3,17.7,31.1,65.9,0.0,,43.6,120.3,9.6,5.0,07:30:22,17:03:09,Delta
2021-01-04,55.1,28.2,40.1,35.4,0.0,,26.8,82.1,6.8,4.0,07:21:01,16:48:37,Denver
2021-01-04,40.2,17.5,28.0,58.8,0.0,,34.6,169.6,10.9,5.0,07:29:56,17:08:54,Dolores
2021-01-04,48.8,24.8,36.4,39.2,0.0,,11.3,192.1,10.3,5.0,07:19:56,16:50:04,Douglas
2021-01-04,33.2,10.5,22.3,71.1,8.33,"['rain', 'snow']",32.9,124.1,10.7,5.0,07:27:53,16:56:15,Eagle
2021-01-04,48.0,19.7,33.2,47.4,0.0,,0.0,186.2,9.3,5.0,07:16:40,16:46:52,Elbert
2021-01-04,47.5,24.4,34.4,45.2,0.0,,18.8,138.7,7.3,4.0,07:16:55,16:49:53,El Paso
2021-01-04,45.0,26.2,34.0,44.8,0.0,,13.3,253.0,11.0,5.0,07:19:27,16:54:30,Fremont
2021-01-04,35.2,11.7,24.2,76.7,0.0,,38.3,182.5,10.5,5.0,07:32:40,17:01:13,Garfield
