datetime,tempmax,tempmin,temp,humidity,precipcover,preciptype,cloudcover,solarradiation,solarenergy,uvindex,sunrise,sunset,County
2020-07-06,93.8,59.1,77.2,34.7,0.0,,35.8,442.3,25.5,10.0,05:35:47,20:28:26,Adams
2020-07-06,82.3,44.7,64.9,47.6,0.0,,3.4,420.6,24.3,10.0,05:48:31,20:27:23,Alamosa
2020-07-06,93.4,60.1,77.1,34.3,0.0,,35.9,348.9,20.0,9.0,05:36:29,20:27:44,Arapahoe
2020-07-06,85.9,49.8,70.6,32.4,0.0,,9.3,290.4,25.4,10.0,05:54:37,20:31:23,Archuleta
2020-07-06,89.1,57.9,74.3,58.6,0.0,,7.3,493.4,24.7,10.0,05:36:16,20:13:37,Baca
2020-07-06,93.0,61.4,77.7,52.4,0.0,,0.0,481.3,32.9,10.0,05:36:37,20:17:35,Bent
2020-07-06,85.2,54.1,70.0,44.8,0.0,,4.3,256.5,22.2,8.0,05:39:21,20:33:23,Boulder
2020-07-06,92.4,60.4,77.1,34.7,0.0,,9.7,269.0,23.0,9.0,05:38:25,20:31:34,Broomfield
2020-07-06,76.3,38.7,61.2,40.8,0.0,,29.5,298.0,24.8,10.0,05:47:12,20:32:55,Chaffee
2020-07-06,91.1,61.1,76.5,51.7,0.0,,0.0,426.2,27.7,9.0,05:32:03,20:18:22,Cheyenne
2020-07-06,74.4,45.7,58.7,38.8,0.0,,26.1,287.4,24.6,8.0,05:41:43,20:33:13,Clear Creek
2020-07-06,78.5,45.9,63.8,45.9,0.0,,9.9,169.0,13.1,7.0,05:51:05,20:27:55,Conejos
2020-07-06,82.1,45.0,62.9,44.2,0.0,,11.0,275.6,24.0,10.0,05:47:55,20:25:07,Costilla
2020-07-06,93.7,60.5,77.6,48.5,0.0,,0.0,482.1,29.5,10.0,05:38:19,20:21:34,Crowley
2020-07-06,87.5,51.3,68.6,43.5,0.0,,8.2,398.1,22.9,10.0,05:45:18,20:27:16,Custer
2020-07-06,97.8,63.9,80.9,21.9,0.0,,0.0,479.6,27.8,10.0,05:53:01,20:39:29,Delta
2020-07-06,93.3,60.0,76.7,34.8,0.0,,35.3,452.0,26.0,9.0,05:38:19,20:30:17,Denver
2020-07-06,86.4,57.1,72.5,28.1,0.0,,7.6,374.1,24.2,10.0,05:58:58,20:38:52,Dolores
