datetime,tempmax,tempmin,temp,humidity,precipcover,preciptype,cloudcover,solarradiation,solarenergy,uvindex,sunrise,sunset,County
2022-10-03,72.1,50.7,58.5,65.7,20.83,['rain'],77.0,106.9,9.1,7.0,06:55:37,18:36:23,Adams
2022-10-03,62.1,44.1,50.0,80.8,20.83,['rain'],73.4,153.5,13.4,6.0,07:00:30,18:43:12,Alamosa
2022-10-03,72.0,50.2,58.4,66.4,20.83,['rain'],76.3,176.8,15.2,7.0,06:55:31,18:36:29,Arapahoe
2022-10-03,57.7,44.8,49.8,82.8,12.5,['rain'],45.7,131.8,11.3,7.0,07:05:24,18:48:24,Archuleta
2022-10-03,83.9,55.1,67.7,37.5,0.0,,4.0,219.7,18.9,8.0,06:47:22,18:30:19,Baca
2022-10-03,81.8,55.9,66.4,48.8,8.33,['rain'],32.9,194.0,16.6,8.0,06:49:48,18:32:13,Bent
2022-10-03,66.9,46.9,53.9,77.0,16.67,['rain'],48.2,131.5,11.2,7.0,06:59:58,18:40:33,Boulder
2022-10-03,72.8,49.5,58.1,66.7,20.83,['rain'],50.8,193.0,16.5,8.0,06:58:32,18:39:14,Broomfield
2022-10-03,56.8,40.6,46.5,60.9,12.5,['rain'],53.1,176.0,15.0,7.0,07:03:05,18:44:49,Chaffee
2022-10-03,80.1,50.0,65.7,40.5,0.0,,14.2,173.3,15.1,7.0,06:48:16,18:29:56,Cheyenne
2022-10-03,38.4,28.9,31.6,89.3,8.33,"['rain', 'snow']",94.0,264.0,23.4,9.0,07:00:54,18:41:49,Clear Creek
2022-10-03,55.5,41.4,46.1,83.8,25.0,['rain'],74.4,215.2,18.5,7.0,07:01:55,18:44:54,Conejos
2022-10-03,54.6,40.8,45.5,75.6,16.67,['rain'],69.3,84.9,7.4,5.0,06:58:57,18:41:53,Costilla
2022-10-03,79.6,52.1,63.7,51.7,0.0,,19.5,162.1,14.3,8.0,06:52:48,18:34:53,Crowley
2022-10-03,62.5,40.8,51.3,65.7,12.5,['rain'],22.4,139.8,12.0,7.0,06:59:03,18:41:19,Custer
2022-10-03,66.4,44.1,54.6,74.6,8.33,['rain'],20.0,194.6,16.6,7.0,07:09:20,18:50:57,Delta
2022-10-03,72.3,49.5,58.2,67.5,20.83,['rain'],76.0,219.8,19.0,7.0,06:57:46,18:38:38,Denver
2022-10-03,59.5,42.1,50.2,76.3,4.17,['rain'],33.2,197.7,16.9,7.0,07:11:33,18:54:05,Dolores
2022-10-03,67.1,45.1,54.9,66.7,20.83,['rain'],48.3,202.8,17.5,8.0,06:57:46,18:39:00,Douglas
2022-10-03,58.5,40.4,47.2,82.6,25.0,['rain'],76.4,175.8,15.2,8.0,07:04:58,18:45:56,Eagle
2022-10-03,67.2,43.0,54.5,65.5,8.33,['rain'],21.1,142.8,12.3,6.0,06:54:31,18:35:47,Elbert
2022-10-03,71.1,46.9,58.9,51.8,0.0,,65.7,112.7,9.9,6.0,06:55:58,18:37:37,El Paso
2022-10-03,67.9,49.0,57.5,52.2,12.5,['rain'],61.7,180.8,15.6,7.0,06:59:23,18:41:21,Fremont
2022-10-03,65.8,42.1,52.7,74.8,0.0,,29.8,156.3,13.3,7.0,07:09:49,18:50:48,Garfield
2022-10-03,43.5,31.8,35.9,75.3,8.33,"['rain', 'snow']",94.0,254.8,22.4,7.0,07:00:24,18:41:10,Gilpin
2022-10-03,49.2,34.9,40.9,83.9,8.33,['rain'],80.8,161.3,14.0,7.0,07:02:47,18:43:19,Grand
2022-10-03,59.1,37.2,45.7,81.1,8.33,['rain'],63.2,169.0,14.6,8.0,07:06:06,18:47:53,Gunnison
2022-10-03,51.0,36.7,42.9,80.8,12.5,['rain'],53.7,165.8,14.3,10.0,07:06:59,18:49:28,Hinsdale
2022-10-03,53.9,41.3,46.7,64.1,16.67,['rain'],19.6,140.9,12.2,6.0,06:57:14,18:39:50,Huerfano
2022-10-03,53.7,32.3,43.6,74.8,0.0,,59.0,123.0,10.6,7.0,07:03:57,18:44:01,Jackson
2022-10-03,71.9,48.9,57.8,67.3,25.0,['rain'],68.4,97.8,8.4,6.0,06:59:09,18:40:10,Jefferson
2022-10-03,82.7,57.1,67.9,47.6,8.33,['rain'],35.8,173.3,15.1,7.0,06:48:41,18:30:44,Kiowa
2022-10-03,80.4,50.7,65.8,40.4,0.0,,15.6,162.2,14.0,6.0,06:48:27,18:29:44,Kit Carson
2022-10-03,51.1,30.9,40.4,77.7,12.5,['rain'],56.5,142.2,12.2,5.0,07:03:25,18:44:44,Lake
2022-10-03,64.3,48.1,54.8,73.2,4.17,['rain'],43.8,142.1,12.1,8.0,07:08:36,18:51:31,La Plata
2022-10-03,70.2,48.5,56.3,72.1,20.83,['rain'],56.1,102.3,8.7,5.0,07:00:33,18:40:38,Larimer
2022-10-03,71.2,52.6,58.4,66.8,16.67,['rain'],42.0,128.0,10.8,6.0,06:53:25,18:36:20,Las Animas
2022-10-03,70.7,43.5,56.7,63.5,0.0,,20.0,196.5,16.9,7.0,06:51:57,18:33:29,Lincoln
2022-10-03,69.6,48.0,57.0,80.6,12.5,['rain'],42.2,102.7,9.0,5.0,06:51:00,18:31:03,Logan
2022-10-03,67.8,47.8,57.4,70.3,8.33,['rain'],14.9,206.9,17.9,8.0,07:11:47,18:53:16,Mesa
2022-10-03,43.5,35.3,38.9,91.5,12.5,"['rain', 'snow']",67.6,165.8,14.3,10.0,07:05:07,18:47:44,Mineral
2022-10-03,66.2,39.3,51.4,68.8,0.0,,42.2,199.9,17.3,8.0,07:11:25,18:51:33,Moffat
2022-10-03,65.1,44.9,54.7,78.1,4.17,['rain'],22.3,198.0,17.0,9.0,07:11:39,18:54:31,Montezuma
2022-10-03,64.6,42.1,52.4,79.0,8.33,['rain'],18.5,57.0,5.0,3.0,07:10:45,18:52:44,Montrose
2022-10-03,71.1,49.9,58.4,71.2,16.67,['rain'],34.8,164.9,14.3,8.0,06:53:41,18:34:07,Morgan
2022-10-03,79.0,51.6,63.4,53.6,0.0,,29.0,172.9,15.1,7.0,06:52:21,18:34:48,Otero
2022-10-03,57.8,38.0,46.2,76.5,4.17,['rain'],39.2,152.2,13.0,7.0,07:08:39,18:50:51,Ouray
2022-10-03,49.5,33.7,39.2,74.4,16.67,['rain'],55.7,174.4,14.9,9.0,07:00:51,18:42:15,Park
2022-10-03,71.4,46.7,59.5,62.1,8.33,['rain'],5.8,96.2,8.2,3.0,06:47:58,18:28:07,Phillips
2022-10-03,57.8,34.1,45.0,79.5,12.5,['rain'],52.6,128.2,10.9,6.0,07:05:41,18:47:00,Pitkin
2022-10-03,83.3,57.5,68.6,45.0,8.33,['rain'],33.0,140.6,12.1,7.0,06:47:04,18:29:28,Prowers
2022-10-03,77.8,46.3,62.3,53.1,0.0,,8.9,154.5,13.2,7.0,06:55:32,18:37:45,Pueblo
2022-10-03,64.5,39.6,50.6,74.6,0.0,,33.4,171.4,14.6,8.0,07:11:08,18:51:48,Rio Blanco
