datetime,tempmax,tempmin,temp,humidity,precipcover,preciptype,cloudcover,solarradiation,solarenergy,uvindex,sunrise,sunset,County
2022-04-04,64.2,33.6,51.2,44.2,0.0,,75.1,247.2,21.5,9.0,06:36:23,19:24:48,Adams
2022-04-04,54.4,31.0,40.5,78.0,41.67,"['rain', 'snow']",59.0,211.1,18.2,9.0,06:43:53,19:28:53,Alamosa
2022-04-04,63.7,34.2,50.9,44.7,0.0,,75.0,200.8,17.6,7.0,06:36:33,19:24:37,Arapahoe
2022-04-04,49.0,35.6,41.4,81.9,29.17,['rain'],71.7,101.1,8.7,4.0,06:49:11,19:33:40,Archuleta
2022-04-04,65.0,38.1,51.9,37.7,0.0,,19.1,263.3,22.8,9.0,06:31:04,19:15:40,Baca
2022-04-04,70.7,43.1,54.7,46.4,8.33,['rain'],44.9,233.4,20.1,9.0,06:32:48,19:18:18,Bent
2022-04-04,60.2,28.4,45.2,46.6,4.17,['rain'],0.0,232.4,19.9,8.0,06:40:28,19:29:14,Boulder
2022-04-04,67.9,30.9,51.0,39.4,0.0,,5.7,214.1,18.4,9.0,06:39:12,19:27:44,Broomfield
2022-04-04,46.4,28.3,36.6,65.4,12.5,"['rain', 'snow']",44.1,292.7,25.2,10.0,06:45:09,19:31:52,Chaffee
2022-04-04,69.2,35.1,51.3,39.4,0.0,,27.2,233.6,20.1,9.0,06:30:15,19:17:05,Cheyenne
2022-04-04,27.6,14.4,21.7,47.9,4.17,['snow'],33.3,371.1,32.1,10.0,06:41:52,19:30:00,Clear Creek
2022-04-04,51.3,27.7,38.6,79.6,45.83,"['rain', 'snow']",65.3,264.7,22.9,10.0,06:45:41,19:30:10,Conejos
2022-04-04,46.5,28.5,36.2,80.1,41.67,"['rain', 'snow']",58.7,205.3,17.8,10.0,06:42:39,19:27:14,Costilla
2022-04-04,71.9,43.2,54.3,52.1,12.5,['rain'],39.7,226.0,19.5,8.0,06:35:21,19:21:26,Crowley
2022-04-04,51.5,32.2,40.2,73.8,25.0,"['rain', 'snow']",54.2,221.4,19.1,9.0,06:41:51,19:27:37,Custer
2022-04-04,67.7,36.3,53.4,40.4,0.0,,19.7,248.6,21.5,9.0,06:51:15,19:38:09,Delta
2022-04-04,63.7,34.8,50.8,45.6,0.0,,75.1,221.7,19.3,9.0,06:38:39,19:26:54,Denver
2022-04-04,58.0,38.4,47.5,50.0,0.0,,35.7,266.4,22.7,9.0,06:54:43,19:39:59,Dolores
2022-04-04,58.3,34.2,46.2,53.9,0.0,,53.9,232.0,20.2,9.0,06:39:10,19:26:45,Douglas
2022-04-04,53.8,25.8,41.1,54.6,0.0,,15.8,184.5,16.0,7.0,06:46:00,19:34:03,Eagle
2022-04-04,58.9,36.0,46.2,57.2,0.0,,37.6,253.8,22.0,9.0,06:35:57,19:23:30,Elbert
2022-04-04,62.0,37.3,48.4,55.7,0.0,,82.1,137.9,11.9,6.0,06:37:56,19:24:46,El Paso
2022-04-04,61.8,36.3,47.2,58.1,20.83,['rain'],73.0,249.3,21.6,9.0,06:41:47,19:28:04,Fremont
2022-04-04,60.8,29.9,47.1,49.4,0.0,,21.2,223.2,19.4,9.0,06:50:53,19:38:54,Garfield
2022-04-04,32.9,16.3,25.2,41.6,4.17,['snow'],33.3,362.4,31.1,9.0,06:41:10,19:29:34,Gilpin
2022-04-04,47.5,19.6,33.9,55.1,0.0,,23.3,223.3,19.4,9.0,06:43:14,19:32:03,Grand
2022-04-04,55.1,33.4,43.5,57.2,12.5,"['rain', 'snow']",53.8,221.4,19.2,9.0,06:48:15,19:34:51,Gunnison
2022-04-04,47.7,33.4,39.7,63.3,29.17,"['rain', 'snow']",61.9,269.2,23.2,9.0,06:50:05,19:35:26,Hinsdale
2022-04-04,45.1,28.5,36.7,70.1,12.5,"['rain', 'snow']",55.5,180.9,15.6,9.0,06:40:29,19:25:39,Huerfano
2022-04-04,46.6,19.4,33.5,54.2,0.0,,22.4,205.1,17.8,9.0,06:43:45,19:33:25,Jackson
2022-04-04,62.9,34.6,50.2,44.1,0.0,,57.3,212.1,18.3,8.0,06:40:15,19:28:13,Jefferson
2022-04-04,69.8,41.9,54.7,44.6,8.33,['rain'],48.7,233.7,20.1,9.0,06:31:11,19:17:21,Kiowa
2022-04-04,68.7,35.2,51.1,39.0,0.0,,28.4,237.0,20.4,8.0,06:29:54,19:17:26,Kit Carson
2022-04-04,40.9,20.1,32.2,61.5,0.0,,54.8,256.0,22.2,9.0,06:44:56,19:32:21,Lake
2022-04-04,64.3,42.5,50.4,49.7,12.5,['rain'],54.3,196.7,17.0,9.0,06:52:17,19:36:53,La Plata
2022-04-04,65.5,28.7,47.8,42.6,4.17,['rain'],0.0,211.2,18.3,9.0,06:40:22,19:30:01,Larimer
2022-04-04,66.8,36.2,50.8,45.1,0.0,,44.0,258.0,22.2,9.0,06:37:05,19:21:43,Las Animas
2022-04-04,62.2,38.5,48.6,53.3,0.0,,38.0,253.7,22.0,9.0,06:33:44,19:20:49,Lincoln
2022-04-04,69.5,27.3,49.6,43.6,0.0,,12.7,254.3,21.9,9.0,06:30:46,19:20:30,Logan
2022-04-04,67.0,37.6,53.8,37.9,0.0,,14.8,252.9,21.7,9.0,06:53:31,19:40:40,Mesa
2022-04-04,39.2,28.8,33.4,89.0,29.17,"['rain', 'snow']",84.8,269.5,23.6,10.0,06:48:24,19:33:31,Mineral
2022-04-04,57.1,24.2,43.3,44.6,0.0,,31.0,211.2,18.2,8.0,06:51:19,19:40:51,Moffat
2022-04-04,64.3,41.8,51.9,46.2,0.0,,25.6,271.4,23.5,9.0,06:55:16,19:39:57,Montezuma
2022-04-04,65.1,35.7,51.9,43.1,0.0,,20.5,255.1,21.9,9.0,06:53:10,19:39:24,Montrose
2022-04-04,69.3,33.4,50.9,46.9,0.0,,8.0,252.6,21.7,9.0,06:33:59,19:23:00,Morgan
2022-04-04,70.6,39.7,53.0,54.2,8.33,['rain'],9.9,241.9,20.8,9.0,06:35:24,19:20:50,Otero
2022-04-04,53.9,34.0,43.9,53.4,0.0,,42.1,269.0,23.2,9.0,06:51:22,19:37:14,Ouray
2022-04-04,37.4,21.5,30.7,59.9,0.0,,50.6,244.3,20.8,9.0,06:42:29,19:29:45,Park
2022-04-04,69.8,30.2,50.4,39.0,0.0,,0.0,227.2,19.6,8.0,06:27:53,19:17:25,Phillips
2022-04-04,53.0,26.9,41.0,49.5,0.0,,26.8,247.0,21.2,9.0,06:47:12,19:34:38,Pitkin
2022-04-04,68.5,41.6,54.1,42.2,8.33,['rain'],45.6,231.0,20.1,9.0,06:30:02,19:15:34,Prowers
2022-04-04,67.6,40.8,51.8,61.2,4.17,['rain'],49.4,229.1,19.7,8.0,06:38:16,19:24:07,Pueblo
2022-04-04,57.0,26.1,43.7,43.7,0.0,,28.4,216.7,18.6,9.0,06:51:46,19:40:21,Rio Blanco
2022-04-04,46.1,28.4,35.9,81.7,50.0,"['rain', 'snow']",74.0,247.2,21.3,10.0,06:46:36,19:31:29,Rio Grande
2022-04-04,52.1,22.7,39.3,45.6,0.0,,37.6,200.6,17.3,8.0,06:46:31,19:35:54,Routt
2022-04-04,53.7,32.0,40.3,75.3,33.33,"['rain', 'snow']",57.2,247.3,21.3,10.0,06:45:23,19:31:03,Saguache
2022-04-04,51.9,34.9,42.3,55.9,8.33,"['rain', 'snow']",51.0,269.2,23.2,9.0,06:51:15,19:36:34,San Juan
2022-04-04,55.6,35.3,45.3,51.6,0.0,,39.7,265.4,23.0,9.0,06:54:07,19:39:46,San Miguel
2022-04-04,69.4,27.9,49.6,41.2,0.0,,1.6,268.0,23.0,9.0,06:27:43,19:17:40,Sedgwick
2022-04-04,32.5,21.4,27.8,57.5,0.0,,44.7,256.9,22.2,9.0,06:43:47,19:31:49,Summit
2022-04-04,60.3,36.1,46.6,59.8,0.0,,73.7,256.8,22.3,9.0,06:40:31,19:27:25,Teller
2022-04-04,66.8,35.3,50.5,44.4,0.0,,1.1,245.7,21.1,8.0,06:31:49,19:20:22,Washington
2022-04-04,69.0,27.4,49.4,40.5,0.0,,4.5,252.6,21.7,9.0,06:36:04,19:25:32,Weld
2022-04-04,68.2,31.8,50.8,37.9,0.0,,1.0,262.8,22.5,9.0,06:28:39,19:17:15,Yuma
2022-04-11,63.6,30.2,48.4,23.0,0.0,,67.4,271.6,23.7,9.0,06:25:28,19:31:51,Adams
2022-04-11,58.2,23.2,44.9,29.4,0.0,,29.7,264.8,22.9,9.0,06:33:42,19:35:13,Alamosa
2022-04-11,63.3,30.8,48.3,22.9,0.0,,69.5,178.3,15.5,7.0,06:25:43,19:31:36,Arapahoe
2022-04-11,55.6,29.5,44.6,33.2,0.0,,74.8,224.1,19.5,9.0,06:39:07,19:39:53,Archuleta
2022-04-11,71.1,30.1,53.3,28.7,0.0,,14.9,287.7,24.9,9.0,06:20:58,19:21:55,Baca
2022-04-11,73.4,29.0,54.2,27.0,0.0,,4.6,255.8,22.1,8.0,06:22:30,19:24:44,Bent
2022-04-11,55.1,27.4,41.2,35.3,0.0,,22.5,225.4,19.4,8.0,06:29:30,19:36:22,Boulder
2022-04-11,62.6,30.6,46.3,29.0,0.0,,25.8,209.9,17.9,8.0,06:28:16,19:34:49,Broomfield
2022-04-11,44.7,26.5,36.3,40.1,0.0,,73.5,276.8,23.9,10.0,06:34:37,19:38:33,Chaffee
2022-04-11,66.8,26.1,49.0,32.7,0.0,,19.0,299.1,25.7,9.0,06:19:41,19:23:48,Cheyenne
2022-04-11,29.2,11.0,19.6,53.5,0.0,,85.0,379.9,32.8,10.0,06:31:01,19:37:00,Clear Creek
2022-04-11,54.6,22.5,42.3,31.6,0.0,,34.7,260.1,22.4,10.0,06:35:36,19:36:24,Conejos
2022-04-11,49.5,24.6,40.0,33.6,0.0,,40.5,220.0,19.0,10.0,06:32:33,19:33:28,Costilla
2022-04-11,75.4,29.0,54.1,24.6,0.0,,5.1,280.0,24.3,9.0,06:24:56,19:27:59,Crowley
2022-04-11,56.5,27.8,42.8,31.8,0.0,,43.3,285.0,24.7,10.0,06:31:30,19:34:06,Custer
