datetime,tempmax,tempmin,temp,humidity,precipcover,preciptype,cloudcover,solarradiation,solarenergy,uvindex,sunrise,sunset,County
2022-01-03,49.1,25.7,36.3,43.6,0.0,,72.1,99.0,8.5,4.0,07:19:08,16:44:59,Adams
2022-01-03,21.5,-15.5,0.7,71.9,0.0,,0.0,152.5,12.9,5.0,07:18:24,16:57:21,Alamosa
2022-01-03,49.8,25.8,36.4,42.3,0.0,,71.9,75.8,6.6,4.0,07:18:28,16:45:39,Arapahoe
2022-01-03,34.7,8.3,17.3,81.2,0.0,,0.2,199.7,17.3,8.0,07:22:28,17:03:24,Archuleta
2022-01-03,48.0,19.2,31.9,50.9,0.0,,0.0,129.8,11.3,5.0,07:04:40,16:45:04,Baca
2022-01-03,40.4,4.6,19.9,72.7,0.0,,0.0,121.8,10.6,5.0,07:08:34,16:45:30,Bent
2022-01-03,36.8,17.8,27.3,63.4,0.0,,0.0,105.8,8.8,6.0,07:24:03,16:48:36,Boulder
2022-01-03,43.4,17.8,30.8,56.5,0.0,,23.6,95.2,7.9,5.0,07:22:15,16:47:38,Broomfield
2022-01-03,35.4,3.8,25.3,40.1,0.0,,0.0,149.0,12.9,6.0,07:23:47,16:56:13,Chaffee
2022-01-03,54.0,23.0,35.7,46.8,0.0,,0.0,132.4,11.4,5.0,07:09:13,16:41:05,Cheyenne
2022-01-03,21.9,12.7,17.4,40.5,0.0,,3.7,218.4,18.7,5.0,07:23:57,16:50:53,Clear Creek
2022-01-03,21.7,-8.1,4.8,72.2,0.0,,0.7,40.3,2.9,0.0,07:19:00,16:59:53,Conejos
2022-01-03,25.1,-4.8,8.5,61.1,0.0,,0.0,74.9,6.5,5.0,07:16:11,16:56:43,Costilla
2022-01-03,43.8,9.4,25.1,70.8,0.0,,0.0,124.7,10.8,5.0,07:12:30,16:47:16,Crowley
2022-01-03,38.2,5.0,19.2,62.2,0.0,,0.0,113.1,9.9,5.0,07:18:13,16:54:13,Custer
2022-01-03,29.2,5.9,16.6,70.1,0.0,,0.0,117.4,10.2,5.0,07:30:20,17:02:03,Delta
2022-01-03,51.2,25.8,36.6,41.3,0.0,,72.7,79.8,6.9,4.0,07:21:00,16:47:31,Denver
2022-01-03,37.0,14.0,24.3,61.0,0.0,,0.0,129.5,11.3,6.0,07:29:52,17:07:50,Dolores
2022-01-03,49.0,24.5,35.4,36.7,0.0,,31.6,111.4,9.7,5.0,07:19:55,16:48:58,Douglas
2022-01-03,20.5,-11.1,3.5,64.9,0.0,,3.1,59.3,5.2,3.0,07:27:52,16:55:09,Eagle
2022-01-03,52.5,13.3,30.7,44.9,0.0,,0.0,108.6,9.4,5.0,07:16:38,16:45:46,Elbert
2022-01-03,54.7,18.8,36.7,39.0,0.0,,33.5,79.5,6.9,4.0,07:16:53,16:48:48,El Paso
2022-01-03,49.6,17.1,33.5,40.1,0.0,,26.5,132.5,11.5,5.0,07:19:24,16:53:26,Fremont
2022-01-03,17.2,-6.1,4.2,72.5,0.0,,0.0,118.9,10.3,5.0,07:32:38,17:00:07,Garfield
2022-01-03,25.7,15.6,20.6,35.3,0.0,,3.7,227.0,19.6,5.0,07:23:53,16:49:49,Gilpin
2022-01-03,4.5,-25.6,-8.9,69.7,0.0,,4.0,102.3,9.0,5.0,07:26:56,16:51:19,Grand
2022-01-03,13.6,-12.9,-1.5,68.3,0.0,,0.0,119.7,10.2,5.0,07:26:38,16:59:27,Gunnison
2022-01-03,33.4,16.9,23.7,55.8,0.0,,1.1,99.0,8.5,5.0,07:25:27,17:03:04,Hinsdale
2022-01-03,35.7,11.7,21.6,51.0,0.0,,0.0,120.3,10.2,5.0,07:15:25,16:53:43,Huerfano
2022-01-03,29.4,0.8,17.9,56.7,0.0,,0.2,103.3,9.0,5.0,07:29:29,16:50:37,Jackson
2022-01-03,50.9,23.5,36.4,39.8,0.0,,70.4,182.0,15.6,4.0,07:21:57,16:49:29,Jefferson
2022-01-03,38.8,-0.2,16.5,76.2,0.0,,0.0,132.6,11.4,5.0,07:08:33,16:42:57,Kiowa
2022-01-03,53.6,23.9,35.7,46.8,0.0,,0.0,131.1,11.3,5.0,07:10:33,16:39:43,Kit Carson
2022-01-03,37.1,2.2,18.8,52.5,0.0,,0.1,98.8,8.5,4.0,07:25:15,16:55:01,Lake
2022-01-03,35.3,-2.1,15.7,71.8,0.0,,0.0,116.7,10.1,5.0,07:25:51,17:06:20,La Plata
2022-01-03,35.7,14.3,24.5,70.3,12.5,"['rain', 'snow']",0.0,80.3,7.1,5.0,07:26:06,16:47:14,Larimer
2022-01-03,49.5,17.7,32.0,47.2,0.0,,0.0,137.8,11.9,5.0,07:10:45,16:51:03,Las Animas
2022-01-03,56.4,6.7,28.5,54.8,0.0,,0.9,107.1,9.2,5.0,07:13:17,16:44:14,Lincoln
2022-01-03,39.8,7.1,21.0,77.8,0.0,,0.0,102.5,8.8,5.0,07:16:43,16:37:28,Logan
2022-01-03,20.8,-1.3,8.6,74.5,0.0,,0.0,118.4,10.1,5.0,07:33:10,17:04:00,Mesa
2022-01-03,24.8,10.6,15.3,75.1,0.0,,2.1,139.3,12.1,6.0,07:23:13,17:01:42,Mineral
2022-01-03,19.5,-8.2,4.5,75.6,0.0,,0.0,124.0,10.8,5.0,07:36:43,16:58:24,Moffat
2022-01-03,34.9,9.8,21.6,72.0,0.0,,0.0,127.9,11.1,5.0,07:29:01,17:09:13,Montezuma
2022-01-03,25.0,3.3,13.1,73.8,0.0,,0.0,119.7,10.3,6.0,07:30:39,17:04:55,Montrose
2022-01-03,32.4,6.5,20.4,73.3,0.0,,0.5,111.5,9.5,5.0,07:18:11,16:41:44,Morgan
2022-01-03,49.4,7.2,26.4,68.8,0.0,,0.0,126.5,10.9,5.0,07:11:01,16:48:13,Otero
2022-01-03,35.7,14.3,23.4,54.5,0.0,,0.0,99.0,8.5,5.0,07:27:56,17:03:40,Ouray
2022-01-03,33.7,10.6,21.8,41.0,0.0,,3.1,119.5,10.5,5.0,07:22:29,16:52:44,Park
2022-01-03,55.4,17.7,31.9,65.5,0.0,,0.0,107.7,9.3,5.0,07:13:20,16:34:53,Phillips
2022-01-03,29.0,-1.0,11.7,75.2,0.0,,0.0,105.5,9.2,5.0,07:27:33,16:57:14,Pitkin
2022-01-03,40.5,0.8,17.5,72.5,0.0,,0.0,129.5,11.2,5.0,07:05:54,16:42:41,Prowers
2022-01-03,47.2,6.0,25.3,69.1,0.0,,0.4,110.1,9.4,4.0,07:14:53,16:50:30,Pueblo
2022-01-03,23.0,-8.8,5.3,73.8,0.0,,0.0,127.7,11.1,6.0,07:34:54,17:00:11,Rio Blanco
2022-01-03,23.3,2.2,10.9,70.6,0.0,,1.5,135.8,11.4,5.0,07:20:50,17:00:15,Rio Grande
2022-01-03,19.4,-2.6,7.8,77.2,0.0,,1.6,112.4,9.7,5.0,07:31:34,16:53:48,Routt
2022-01-03,31.7,-2.3,12.0,61.8,0.0,,0.0,134.3,11.4,6.0,07:21:32,16:57:54,Saguache
2022-01-03,39.7,16.3,26.7,50.6,0.0,,0.0,99.0,8.5,5.0,07:26:31,17:04:18,San Juan
2022-01-03,35.3,13.9,23.0,55.1,0.0,,0.0,123.3,10.8,5.0,07:30:11,17:06:42,San Miguel
2022-01-03,50.7,15.7,28.7,69.2,0.0,,0.0,110.4,9.6,5.0,07:14:13,16:34:05,Sedgwick
2022-01-03,28.6,18.1,23.5,34.2,0.0,,5.9,106.2,9.2,5.0,07:25:37,16:52:57,Summit
2022-01-03,54.2,19.1,36.4,36.6,0.0,,24.2,117.5,10.2,5.0,07:19:38,16:51:18,Teller
2022-01-03,47.0,20.7,31.8,53.7,0.0,,0.0,111.5,9.5,5.0,07:14:55,16:40:13,Washington
2022-01-03,31.8,2.3,15.3,74.9,25.0,"['rain', 'snow']",1.8,85.6,7.4,4.0,07:21:23,16:43:10,Weld
2022-01-03,53.8,17.9,33.7,56.2,0.0,,0.0,120.4,10.3,5.0,07:11:52,16:36:58,Yuma
2022-01-10,55.8,24.2,37.9,37.2,0.0,,18.7,136.0,11.7,5.0,07:18:32,16:51:41,Adams
2022-01-10,41.7,-1.6,18.1,63.5,0.0,,4.6,131.5,11.4,5.0,07:18:07,17:03:44,Alamosa
2022-01-10,55.6,25.3,37.8,36.4,0.0,,18.3,74.9,6.4,4.0,07:17:53,16:52:20,Arapahoe
2022-01-10,41.8,14.3,24.8,52.6,0.0,,1.6,130.8,11.2,6.0,07:22:13,17:09:44,Archuleta
2022-01-10,56.0,23.1,36.0,48.1,0.0,,0.0,133.5,11.6,5.0,07:04:25,16:51:24,Baca
2022-01-10,52.5,18.3,31.9,65.5,0.0,,0.0,125.3,10.8,5.0,07:08:14,16:51:56,Bent
2022-01-10,43.7,17.5,30.3,53.5,0.0,,0.0,116.5,9.8,5.0,07:23:25,16:55:20,Boulder
2022-01-10,47.5,21.2,33.1,48.3,0.0,,0.0,92.9,7.7,5.0,07:21:38,16:54:21,Broomfield
2022-01-10,36.8,25.0,30.6,25.9,0.0,,0.0,161.5,13.9,6.0,07:23:21,17:02:45,Chaffee
2022-01-10,52.1,16.1,32.6,51.7,0.0,,0.0,136.1,11.8,5.0,07:08:45,16:47:38,Cheyenne
2022-01-10,29.1,10.7,20.3,30.2,0.0,,0.0,249.5,21.5,6.0,07:23:22,16:57:34,Clear Creek
2022-01-10,38.8,5.1,20.0,49.5,0.0,,3.5,103.0,8.7,6.0,07:18:45,17:06:13,Conejos
2022-01-10,36.9,7.5,20.5,50.7,0.0,,2.7,110.8,9.6,6.0,07:15:56,17:03:03,Costilla
2022-01-10,52.8,16.6,32.2,63.4,0.0,,0.0,127.6,11.0,5.0,07:12:06,16:53:45,Crowley
2022-01-10,42.4,14.1,25.5,45.8,0.0,,0.0,117.8,10.2,5.0,07:17:52,17:00:41,Custer
2022-01-10,40.5,17.3,27.4,63.3,0.0,,0.0,120.5,10.4,5.0,07:29:52,17:08:37,Delta
2022-01-10,55.8,25.9,37.9,35.3,0.0,['rain'],18.1,84.0,7.3,4.0,07:20:25,16:54:12,Denver
2022-01-10,41.8,17.5,27.6,57.2,0.0,,0.0,154.5,13.3,6.0,07:29:33,17:14:15,Dolores
2022-01-10,50.2,22.0,34.0,37.4,0.0,,7.2,240.5,20.6,5.0,07:19:23,16:55:35,Douglas
2022-01-10,25.8,1.7,11.6,64.8,0.0,,0.0,84.5,7.3,4.0,07:27:18,17:01:49,Eagle
2022-01-10,51.4,13.8,30.5,44.5,0.0,,0.0,107.7,9.4,5.0,07:16:07,16:52:24,Elbert
